Country Name,Indicator Name,Year,Value
Denmark,National savings (% GDP),2007,26.523
Germany,National savings (% GDP),2007,27.459
Japan,"Inflation (CPI, %))",2007,95.92
Japan,National savings (% GDP),2007,30.402
Japan,Unemployment levels (%),2007,3.833
South Africa,"Inflation (CPI, %))",2007,41.1
South Africa,Unemployment levels (%),2007,23.0
South Africa,National savings (% GDP),2007,14.48
Costa Rica,National savings (% GDP),2007,17.712
Chile,Unemployment levels (%),2007,7.008
Costa Rica,Unemployment levels (%),2007,4.597
Costa Rica,"Inflation (CPI, %))",2007,62.353
Chile,"Inflation (CPI, %))",2007,72.393
Chile,National savings (% GDP),2007,27.466
Ghana,"Inflation (CPI, %))",2007,63.464
Ghana,National savings (% GDP),2007,29.278
United States,National savings (% GDP),2008,14.975
United States,Unemployment levels (%),2008,5.8
United States,"Inflation (CPI, %))",2008,213.113
Germany,Unemployment levels (%),2008,7.425
Germany,"Inflation (CPI, %))",2008,91.2
Denmark,"Inflation (CPI, %))",2008,91.6
Denmark,Unemployment levels (%),2008,2.65
Denmark,National savings (% GDP),2008,26.901
Germany,National savings (% GDP),2008,26.488
Japan,"Inflation (CPI, %))",2008,96.947
Japan,National savings (% GDP),2008,28.661
Japan,Unemployment levels (%),2008,3.983
South Africa,"Inflation (CPI, %))",2008,45.237
South Africa,Unemployment levels (%),2008,22.525
South Africa,National savings (% GDP),2008,16.269
Costa Rica,National savings (% GDP),2008,16.233
Chile,Unemployment levels (%),2008,7.75
Costa Rica,Unemployment levels (%),2008,4.948
Costa Rica,"Inflation (CPI, %))",2008,71.022
Chile,"Inflation (CPI, %))",2008,77.525
Chile,National savings (% GDP),2008,24.133
Ghana,"Inflation (CPI, %))",2008,74.973
Ghana,National savings (% GDP),2008,30.079
United States,National savings (% GDP),2009,13.798
United States,Unemployment levels (%),2009,9.283
United States,"Inflation (CPI, %))",2009,217.202
Germany,Unemployment levels (%),2009,7.342
Germany,"Inflation (CPI, %))",2009,92.0
Denmark,"Inflation (CPI, %))",2009,92.7
Denmark,Unemployment levels (%),2009,4.833
Denmark,National savings (% GDP),2009,22.619
Germany,National savings (% GDP),2009,23.812
Japan,"Inflation (CPI, %))",2009,95.007
Japan,National savings (% GDP),2009,25.348
Japan,Unemployment levels (%),2009,5.075
South Africa,"Inflation (CPI, %))",2009,48.152
South Africa,Unemployment levels (%),2009,23.7
South Africa,National savings (% GDP),2009,16.332
Costa Rica,National savings (% GDP),2009,16.63
Chile,Unemployment levels (%),2009,11.053
Costa Rica,Unemployment levels (%),2009,7.822
Costa Rica,"Inflation (CPI, %))",2009,73.896
Chile,"Inflation (CPI, %))",2009,76.375
Chile,National savings (% GDP),2009,24.317
Ghana,"Inflation (CPI, %))",2009,82.064
Ghana,National savings (% GDP),2009,33.05
United States,National savings (% GDP),2010,15.288
United States,Unemployment levels (%),2010,9.608
United States,"Inflation (CPI, %))",2010,220.871
Germany,Unemployment levels (%),2010,6.575
Germany,"Inflation (CPI, %))",2010,93.7
Denmark,"Inflation (CPI, %))",2010,95.3
Denmark,Unemployment levels (%),2010,6.058
Denmark,National savings (% GDP),2010,24.237
Germany,National savings (% GDP),2010,25.275
Japan,"Inflation (CPI, %))",2010,94.764
Japan,National savings (% GDP),2010,26.429
Japan,Unemployment levels (%),2010,5.058
South Africa,"Inflation (CPI, %))",2010,49.861
South Africa,Unemployment levels (%),2010,24.875
South Africa,National savings (% GDP),2010,16.26
Costa Rica,National savings (% GDP),2010,16.61
Chile,Unemployment levels (%),2010,8.305
Costa Rica,Unemployment levels (%),2010,9.213
Costa Rica,"Inflation (CPI, %))",2010,78.2
Chile,"Inflation (CPI, %))",2010,78.651
Chile,National savings (% GDP),2010,25.659
Ghana,"Inflation (CPI, %))",2010,87.701
Ghana,National savings (% GDP),2010,40.063
United States,National savings (% GDP),2011,16.238
United States,Unemployment levels (%),2011,8.933
United States,"Inflation (CPI, %))",2011,227.687
Germany,Unemployment levels (%),2011,5.525
Germany,"Inflation (CPI, %))",2011,95.9
Denmark,"Inflation (CPI, %))",2011,97.6
Denmark,Unemployment levels (%),2011,5.95
Denmark,National savings (% GDP),2011,25.333
Germany,National savings (% GDP),2011,27.559
Japan,"Inflation (CPI, %))",2011,94.477
Japan,National savings (% GDP),2011,25.624
Japan,Unemployment levels (%),2011,4.583
South Africa,"Inflation (CPI, %))",2011,52.877
South Africa,Unemployment levels (%),2011,24.8
South Africa,National savings (% GDP),2011,16.847
Costa Rica,National savings (% GDP),2011,14.751
Chile,Unemployment levels (%),2011,7.3
Costa Rica,Unemployment levels (%),2011,10.492
Costa Rica,"Inflation (CPI, %))",2011,81.903
Chile,"Inflation (CPI, %))",2011,82.137
Chile,National savings (% GDP),2011,21.706
Ghana,"Inflation (CPI, %))",2011,95.042
Ghana,National savings (% GDP),2011,17.024
United States,National savings (% GDP),2012,18.288
United States,Unemployment levels (%),2012,8.075
United States,"Inflation (CPI, %))",2012,231.834
Germany,Unemployment levels (%),2012,5.083
Germany,"Inflation (CPI, %))",2012,97.9
Denmark,"Inflation (CPI, %))",2012,99.3
Denmark,Unemployment levels (%),2012,6.075
Denmark,National savings (% GDP),2012,25.291
Germany,National savings (% GDP),2012,26.663
Japan,"Inflation (CPI, %))",2012,94.245
Japan,National savings (% GDP),2012,24.956
Japan,Unemployment levels (%),2012,4.325
South Africa,"Inflation (CPI, %))",2012,55.893
South Africa,Unemployment levels (%),2012,24.875
South Africa,National savings (% GDP),2012,13.895
Costa Rica,National savings (% GDP),2012,14.749
Chile,Unemployment levels (%),2012,6.595
Costa Rica,Unemployment levels (%),2012,9.849
Costa Rica,"Inflation (CPI, %))",2012,85.63
Chile,"Inflation (CPI, %))",2012,83.355
Chile,National savings (% GDP),2012,23.5
Ghana,"Inflation (CPI, %))",2012,102.764
Ghana,National savings (% GDP),2012,22.847
United States,National savings (% GDP),2013,18.475
United States,Unemployment levels (%),2013,7.358
United States,"Inflation (CPI, %))",2013,234.892
Germany,Unemployment levels (%),2013,4.942
Germany,"Inflation (CPI, %))",2013,99.2
Denmark,"Inflation (CPI, %))",2013,99.8
Denmark,Unemployment levels (%),2013,5.758
Denmark,National savings (% GDP),2013,26.72
Germany,National savings (% GDP),2013,26.499
Japan,"Inflation (CPI, %))",2013,95.559
Japan,National savings (% GDP),2013,25.299
Japan,Unemployment levels (%),2013,4.008
South Africa,"Inflation (CPI, %))",2013,58.909
South Africa,Unemployment levels (%),2013,24.725
South Africa,National savings (% GDP),2013,13.842
Costa Rica,National savings (% GDP),2013,14.819
Chile,Unemployment levels (%),2013,6.082
Costa Rica,Unemployment levels (%),2013,8.311
Costa Rica,"Inflation (CPI, %))",2013,88.781
Chile,"Inflation (CPI, %))",2013,85.876
Chile,National savings (% GDP),2013,22.702
Ghana,"Inflation (CPI, %))",2013,116.632
Ghana,National savings (% GDP),2013,15.664
United States,National savings (% GDP),2014,19.571
United States,Unemployment levels (%),2014,6.158
United States,"Inflation (CPI, %))",2014,236.122
Germany,Unemployment levels (%),2014,4.708
Germany,"Inflation (CPI, %))",2014,99.4
Denmark,"Inflation (CPI, %))",2014,99.8
Denmark,Unemployment levels (%),2014,4.992
Denmark,National savings (% GDP),2014,28.55
Germany,National savings (% GDP),2014,27.375
Japan,"Inflation (CPI, %))",2014,97.995
Japan,National savings (% GDP),2014,25.787
Japan,Unemployment levels (%),2014,3.583
South Africa,"Inflation (CPI, %))",2014,62.126
South Africa,Unemployment levels (%),2014,25.1
South Africa,National savings (% GDP),2014,13.682
Costa Rica,National savings (% GDP),2014,14.507
Chile,Unemployment levels (%),2014,6.495
Costa Rica,Unemployment levels (%),2014,9.658
Costa Rica,"Inflation (CPI, %))",2014,93.333
Chile,"Inflation (CPI, %))",2014,89.86
Chile,National savings (% GDP),2014,21.709
Ghana,"Inflation (CPI, %))",2014,136.445
Ghana,National savings (% GDP),2014,20.327
United States,National savings (% GDP),2015,19.611
United States,Unemployment levels (%),2015,5.275
United States,"Inflation (CPI, %))",2015,237.763
Germany,Unemployment levels (%),2015,4.358
Germany,"Inflation (CPI, %))",2015,99.6
Denmark,"Inflation (CPI, %))",2015,100.1
Denmark,Unemployment levels (%),2015,4.542
Denmark,National savings (% GDP),2015,28.5
Germany,National savings (% GDP),2015,27.599
Japan,"Inflation (CPI, %))",2015,98.186
Japan,National savings (% GDP),2015,28.235
Japan,Unemployment levels (%),2015,3.375
South Africa,"Inflation (CPI, %))",2015,65.242
South Africa,Unemployment levels (%),2015,25.35
South Africa,National savings (% GDP),2015,14.294
Costa Rica,National savings (% GDP),2015,15.45
Chile,Unemployment levels (%),2015,6.328
Costa Rica,Unemployment levels (%),2015,9.604
Costa Rica,"Inflation (CPI, %))",2015,92.58
Chile,"Inflation (CPI, %))",2015,93.794
Chile,National savings (% GDP),2015,22.778
Ghana,"Inflation (CPI, %))",2015,160.584
Ghana,National savings (% GDP),2015,22.893
United States,National savings (% GDP),2016,18.472
United States,Unemployment levels (%),2016,4.875
United States,"Inflation (CPI, %))",2016,242.987
Germany,Unemployment levels (%),2016,3.9
Germany,"Inflation (CPI, %))",2016,101.3
Denmark,"Inflation (CPI, %))",2016,100.4
Denmark,Unemployment levels (%),2016,4.125
Denmark,National savings (% GDP),2016,28.768
Germany,National savings (% GDP),2016,28.621
Japan,"Inflation (CPI, %))",2016,98.445
Japan,National savings (% GDP),2016,28.788
Japan,Unemployment levels (%),2016,3.108
South Africa,"Inflation (CPI, %))",2016,69.3
South Africa,Unemployment levels (%),2016,26.725
South Africa,National savings (% GDP),2016,14.285
Costa Rica,National savings (% GDP),2016,16.752
Chile,Unemployment levels (%),2016,6.685
Costa Rica,Unemployment levels (%),2016,9.541
Costa Rica,"Inflation (CPI, %))",2016,93.288
Chile,"Inflation (CPI, %))",2016,96.341
Chile,National savings (% GDP),2016,21.127
Ghana,"Inflation (CPI, %))",2016,185.253
Ghana,National savings (% GDP),2016,20.749
United States,National savings (% GDP),2017,18.882
United States,Unemployment levels (%),2017,4.358
United States,"Inflation (CPI, %))",2017,248.28
Germany,Unemployment levels (%),2017,3.525
Germany,"Inflation (CPI, %))",2017,102.9
Denmark,"Inflation (CPI, %))",2017,101.3
Denmark,Unemployment levels (%),2017,4.2
Denmark,National savings (% GDP),2017,29.28
Germany,National savings (% GDP),2017,28.753
Japan,"Inflation (CPI, %))",2017,98.983
Japan,National savings (% GDP),2017,29.343
Japan,Unemployment levels (%),2017,2.817
South Africa,"Inflation (CPI, %))",2017,72.6
South Africa,Unemployment levels (%),2017,27.45
South Africa,National savings (% GDP),2017,14.243
Costa Rica,National savings (% GDP),2017,14.448
Chile,Unemployment levels (%),2017,6.965
Costa Rica,Unemployment levels (%),2017,9.293
Costa Rica,"Inflation (CPI, %))",2017,95.689
Chile,"Inflation (CPI, %))",2017,98.523
Chile,National savings (% GDP),2017,19.875
Ghana,"Inflation (CPI, %))",2017,207.152
Ghana,National savings (% GDP),2017,16.848
United States,National savings (% GDP),2018,19.126
United States,Unemployment levels (%),2018,3.892
United States,"Inflation (CPI, %))",2018,253.048
Germany,Unemployment levels (%),2018,3.192
Germany,"Inflation (CPI, %))",2018,104.8
Denmark,"Inflation (CPI, %))",2018,102.1
Denmark,Unemployment levels (%),2018,3.85
Denmark,National savings (% GDP),2018,28.84
Germany,National savings (% GDP),2018,30.072
Japan,"Inflation (CPI, %))",2018,99.841
Japan,National savings (% GDP),2018,29.169
Japan,Unemployment levels (%),2018,2.433
South Africa,"Inflation (CPI, %))",2018,75.9
South Africa,Unemployment levels (%),2018,27.125
South Africa,National savings (% GDP),2018,13.242
Costa Rica,National savings (% GDP),2018,15.378
Chile,Unemployment levels (%),2018,7.377
Costa Rica,Unemployment levels (%),2018,11.951
Costa Rica,"Inflation (CPI, %))",2018,97.629
Chile,"Inflation (CPI, %))",2018,100.64
Chile,National savings (% GDP),2018,19.634
Ghana,"Inflation (CPI, %))",2018,226.676
Ghana,National savings (% GDP),2018,19.198
United States,National savings (% GDP),2019,19.329
United States,Unemployment levels (%),2019,3.675
United States,"Inflation (CPI, %))",2019,258.353
Germany,Unemployment levels (%),2019,2.95
Germany,"Inflation (CPI, %))",2019,106.233
Denmark,"Inflation (CPI, %))",2019,103.0
Denmark,Unemployment levels (%),2019,3.658
Denmark,National savings (% GDP),2019,29.332
Germany,National savings (% GDP),2019,29.254
Japan,"Inflation (CPI, %))",2019,100.351
Japan,National savings (% GDP),2019,29.235
Japan,Unemployment levels (%),2019,2.358
South Africa,"Inflation (CPI, %))",2019,78.9
South Africa,Unemployment levels (%),2019,28.7
South Africa,National savings (% GDP),2019,13.216
Costa Rica,National savings (% GDP),2019,14.874
Chile,Unemployment levels (%),2019,7.223
Costa Rica,Unemployment levels (%),2019,12.417
Costa Rica,"Inflation (CPI, %))",2019,99.115
Chile,"Inflation (CPI, %))",2019,103.66
Chile,National savings (% GDP),2019,19.702
Ghana,"Inflation (CPI, %))",2019,244.575
Ghana,National savings (% GDP),2019,17.389
United States,National savings (% GDP),2020,18.232
United States,Unemployment levels (%),2020,8.1
United States,"Inflation (CPI, %))",2020,262.389
Germany,Unemployment levels (%),2020,3.625
Germany,"Inflation (CPI, %))",2020,105.6
Denmark,"Inflation (CPI, %))",2020,103.5
Denmark,Unemployment levels (%),2020,4.658
Denmark,National savings (% GDP),2020,29.989
Germany,National savings (% GDP),2020,28.047
Japan,"Inflation (CPI, %))",2020,99.43
Japan,National savings (% GDP),2020,28.191
Japan,Unemployment levels (%),2020,2.8
South Africa,"Inflation (CPI, %))",2020,81.3
South Africa,Unemployment levels (%),2020,29.175
South Africa,National savings (% GDP),2020,14.315
Costa Rica,National savings (% GDP),2020,15.118
Chile,Unemployment levels (%),2020,10.77
Costa Rica,Unemployment levels (%),2020,19.98
Costa Rica,"Inflation (CPI, %))",2020,100.0
Chile,"Inflation (CPI, %))",2020,106.74
Chile,National savings (% GDP),2020,19.132
Ghana,"Inflation (CPI, %))",2020,270.189
Ghana,National savings (% GDP),2020,16.737
United States,National savings (% GDP),2021,17.583
United States,Unemployment levels (%),2021,5.358
United States,"Inflation (CPI, %))",2021,281.782
Germany,Unemployment levels (%),2021,3.6
Germany,"Inflation (CPI, %))",2021,111.367
Denmark,"Inflation (CPI, %))",2021,107.1
Denmark,Unemployment levels (%),2021,3.592
Denmark,National savings (% GDP),2021,32.507
Germany,National savings (% GDP),2021,29.582
Japan,"Inflation (CPI, %))",2021,99.931
Japan,National savings (% GDP),2021,29.718
Japan,Unemployment levels (%),2021,2.817
South Africa,"Inflation (CPI, %))",2021,86.1
South Africa,Unemployment levels (%),2021,34.3
South Africa,National savings (% GDP),2021,16.568
Costa Rica,National savings (% GDP),2021,15.406
Chile,Unemployment levels (%),2021,8.862
Costa Rica,Unemployment levels (%),2021,13.68
Costa Rica,"Inflation (CPI, %))",2021,103.299
Chile,"Inflation (CPI, %))",2021,114.39
Chile,National savings (% GDP),2021,16.679
Ghana,"Inflation (CPI, %))",2021,304.289
Ghana,National savings (% GDP),2021,15.299
United States,National savings (% GDP),2022,18.186
United States,Unemployment levels (%),2022,3.642
United States,"Inflation (CPI, %))",2022,299.845
Germany,Unemployment levels (%),2022,3.142
Germany,"Inflation (CPI, %))",2022,123.4
Denmark,"Inflation (CPI, %))",2022,117.5
Denmark,Unemployment levels (%),2022,2.508
Denmark,National savings (% GDP),2022,35.94
Germany,National savings (% GDP),2022,27.087
Japan,"Inflation (CPI, %))",2022,103.788
Japan,National savings (% GDP),2022,28.898
Japan,Unemployment levels (%),2022,2.592
South Africa,"Inflation (CPI, %))",2022,92.3
South Africa,Unemployment levels (%),2022,33.5
South Africa,National savings (% GDP),2022,15.348
Costa Rica,National savings (% GDP),2022,14.416
Chile,Unemployment levels (%),2022,7.878
Costa Rica,Unemployment levels (%),2022,11.669
Costa Rica,"Inflation (CPI, %))",2022,111.436
Chile,"Inflation (CPI, %))",2022,129.02
Chile,National savings (% GDP),2022,16.927
Ghana,"Inflation (CPI, %))",2022,469.038
Ghana,National savings (% GDP),2022,13.681
United States,National savings (% GDP),2023,17.026
United States,Unemployment levels (%),2023,3.633
United States,"Inflation (CPI, %))",2023,309.566
Germany,Unemployment levels (%),2023,3.083
Germany,"Inflation (CPI, %))",2023,127.067
Denmark,"Inflation (CPI, %))",2023,118.0
Denmark,Unemployment levels (%),2023,2.767
Denmark,National savings (% GDP),2023,34.65
Germany,National savings (% GDP),2023,27.512
Japan,"Inflation (CPI, %))",2023,106.807
Japan,National savings (% GDP),2023,29.829
Japan,Unemployment levels (%),2023,2.575
South Africa,"Inflation (CPI, %))",2023,97.1
South Africa,Unemployment levels (%),2023,32.375
South Africa,National savings (% GDP),2023,14.305
Costa Rica,National savings (% GDP),2023,13.824
Chile,Unemployment levels (%),2023,8.681
Costa Rica,Unemployment levels (%),2023,7.297
Costa Rica,"Inflation (CPI, %))",2023,109.469
Chile,"Inflation (CPI, %))",2023,134.1
Chile,National savings (% GDP),2023,20.208
Ghana,"Inflation (CPI, %))",2023,577.805
Ghana,National savings (% GDP),2023,8.548
United States,National savings (% GDP),2024,16.494
United States,Unemployment levels (%),2024,4.033
United States,"Inflation (CPI, %))",2024,318.015
Germany,Unemployment levels (%),2024,3.392
Germany,"Inflation (CPI, %))",2024,130.267
Denmark,"Inflation (CPI, %))",2024,120.2
Denmark,Unemployment levels (%),2024,2.9
Denmark,National savings (% GDP),2024,35.4
